,baseMean,log2FoldChange,lfcSE,pvalue,padj
FBgn0034346,1188.169799,-0.032926395,0.057425061,0.397810131,0.724611546
FBgn0034351,404.3528505,-0.022330686,0.064443613,0.536677949,0.807814651
FBgn0034352,0.865452413,-0.002889337,0.074725703,0.505221319,NA
FBgn0034354,369.5731349,0.014365146,0.061542095,0.689419392,0.879707034
FBgn0034356,471.8260661,0.011220531,0.073451823,0.541040846,0.809644587
FBgn0034360,143.4944274,-0.019419151,0.069347077,0.521044191,0.799758409
FBgn0034361,351.5975785,-0.083594243,0.072839959,0.073777528,0.358868784
FBgn0034362,589.3101669,-0.050159793,0.05960526,0.225431815,0.578602891
FBgn0034363,0.206780619,0.000884568,0.074769202,0.829812363,NA
FBgn0034364,178.5351395,0.589977861,0.244827627,0.000499283,0.016460876
FBgn0034365,770.6322837,0.024765909,0.048927979,0.50836602,0.794044071
FBgn0034366,782.5677855,-0.021730013,0.057275571,0.581204377,0.828509631
FBgn0034368,2126.101107,-0.030346039,0.041040676,0.377598441,0.709930403
FBgn0034371,890.3368589,0.058629819,0.070162664,0.167788637,0.514774185
FBgn0034377,0.104101045,0.000516444,0.074765536,0.948062888,NA
FBgn0034379,273.8204471,-0.016189226,0.068047107,0.604319812,0.83999447
FBgn0034380,763.5637635,-0.017550849,0.061272533,0.631761491,0.85416711
FBgn0034381,75.64391428,0.01353751,0.071325476,0.594549068,0.835489278
FBgn0034382,634.5514413,-0.067071855,0.116303447,0.026420867,0.222528636
FBgn0034383,1.639785278,-0.001587312,0.07455261,0.788083167,NA
FBgn0034387,451.1039276,-0.001450381,0.066861011,0.959670835,0.987994938
FBgn0034389,1563.791457,0.059241421,0.07757661,0.176865144,0.524107597
FBgn0034390,2484.706728,0.018072962,0.055233219,0.635407815,0.85502306
FBgn0034391,25.5303042,0.039860315,0.088500075,0.036238546,0.260233791
FBgn0034392,600.8199694,0.073747396,0.077221959,0.111005544,0.42628851
FBgn0034394,1946.75912,0.023822515,0.074097044,0.393437361,0.722181149
FBgn0034396,51.26005984,0.052628674,0.099439564,0.030349575,0.240113388
FBgn0034397,5.413799362,0.01672586,0.076859514,0.104372373,0.414724405
FBgn0034398,8267.192995,0.132557029,0.092584743,0.019592726,0.189545004
FBgn0034399,823.6396893,-0.018099325,0.053337068,0.633575227,0.854320407
FBgn0034400,3548.320991,0.044273623,0.054159175,0.273560006,0.626107725
FBgn0034401,2413.035294,-0.082895096,0.06153222,0.061695866,0.335717567
FBgn0034402,225.7180492,-0.051467611,0.07893262,0.191651625,0.543514821
FBgn0034403,3339.008328,-0.073237296,0.091195753,0.086670847,0.384085662
FBgn0034405,2295.726134,-0.026428529,0.048612202,0.47903872,0.777267454
FBgn0034406,980.9048819,-0.030394057,0.065137754,0.450685363,0.758349504
FBgn0034407,1130.097939,2.596864769,0.942144504,0.000103046,0.005486689
FBgn0034408,157.8693758,0.017581639,0.071759246,0.530471114,0.804127439
FBgn0034411,5.390555461,0.015341274,0.076536509,0.104205234,0.414715544
FBgn0034413,1.320475869,0.00247828,0.074783149,0.349837806,NA
FBgn0034415,0,NA,NA,NA,NA
FBgn0034416,0.155579783,-0.001157696,0.07477657,0.666413461,NA
FBgn0034417,497.6561355,0.03552904,0.081048788,0.197189345,0.549991968
FBgn0034418,1515.350492,0.046319591,0.042100174,0.186921499,0.53727457
FBgn0034419,1049.033779,0.035416733,0.051438835,0.36050057,0.698375581
FBgn0034420,2625.808558,0.070525345,0.06870686,0.122169521,0.444780591
FBgn0034422,462.1328285,-0.057932817,0.076394154,0.17239393,0.519613649
FBgn0034423,0.046620495,-8.96095E-05,0.074767546,1,NA
FBgn0034425,864.0268435,-0.026436831,0.070420963,0.428840077,0.744614052
FBgn0034427,0,NA,NA,NA,NA
FBgn0034428,0,NA,NA,NA,NA
FBgn0034429,1.891072203,-0.00674613,0.07498809,0.257710952,NA
FBgn0034430,667.6685192,-0.065925261,0.08771568,0.119293085,0.441861588
FBgn0034432,3648.805281,-0.077262157,0.076840486,0.092253491,0.393592719
FBgn0034433,988.878038,-0.044692854,0.063286454,0.267262321,0.619790168
FBgn0034435,0.457712414,-0.000712406,0.074743366,0.777027841,NA
FBgn0034436,1740.064192,-0.099089907,0.12633546,0.044776575,0.2889853
FBgn0034437,52.78576989,-0.022917823,0.076484501,0.276263361,0.628348683
FBgn0034438,32.48333864,0.00321713,0.071834945,0.876145439,0.959535256
FBgn0034439,91.89298752,0.36709615,0.41767854,0.005923099,0.089468195
FBgn0034440,28.3988974,0.023354369,0.077561621,0.210559672,0.564514084
FBgn0034441,0,NA,NA,NA,NA
FBgn0034442,175.4450414,-0.002400321,0.0638928,0.942446552,0.981999924
FBgn0034443,385.5840179,0.038398745,0.07985703,0.209286693,0.562490279
FBgn0034446,3.18251735,0.012830771,0.076060815,0.083335061,NA
FBgn0034447,3528.236906,-0.019896308,0.069166179,0.530351617,0.804127439
FBgn0034451,1149.659175,-0.045483912,0.065051802,0.264696095,0.617469599
FBgn0034452,559.8266138,-0.135229282,0.10427885,0.022233342,0.202593586
FBgn0034454,50.95786804,0.064810817,0.11822981,0.009076324,0.119917832
FBgn0034455,838.966454,-0.193854131,0.088840724,0.002621003,0.052065072
FBgn0034456,2.804983607,-0.010365268,0.075461471,0.166624337,NA
FBgn0034457,0.118132788,0.000521184,0.074765605,0.948062888,NA
FBgn0034458,0.521688135,0.001039658,0.074727242,0.790969968,NA
FBgn0034459,0.645216237,-0.003024332,0.074778531,0.409376313,NA
FBgn0034460,1.653719442,0.001752159,0.074563442,0.767609611,NA
FBgn0034461,0.06540233,-0.000896103,0.074769817,0.81098957,NA
FBgn0034462,0.115612236,0.000513507,0.074765507,0.948062888,NA
FBgn0034463,0,NA,NA,NA,NA
FBgn0034464,0,NA,NA,NA,NA
FBgn0034467,0.778145964,0.001613366,0.074715112,0.626958773,NA
FBgn0034468,306.7905013,0.333774387,0.428364359,0.006462597,0.095451028
FBgn0034470,1871.020271,0.423512691,0.164794241,0.000387552,0.014018965
FBgn0034471,271.9501073,0.011153511,0.071833811,0.629912919,0.853210719
FBgn0034472,0,NA,NA,NA,NA
FBgn0034473,0.181641564,0.000589441,0.074764988,0.942295878,NA
FBgn0034474,44.04038303,-0.053125361,0.09869522,0.041352742,0.279065494
FBgn0034475,17.24875188,-0.02037125,0.077467638,0.151952125,0.489454986
FBgn0034476,57.19810694,0.002536517,0.072019647,0.899095584,0.968295096
FBgn0034477,16.90912746,0.036976033,0.087629589,0.009917055,0.127237007
FBgn0034479,541.1769101,-0.003673265,0.072426188,0.83292926,0.942416184
FBgn0034480,359.4201237,0.218590698,0.176667266,0.008822997,0.118481831
FBgn0034481,1.781913642,0.002099555,0.074554914,0.746391718,NA
FBgn0034483,0,NA,NA,NA,NA
FBgn0034484,99.28871934,0.422763783,0.199616257,0.001204555,0.030396458
FBgn0034485,78.02930246,0.028224227,0.07513343,0.323018382,0.673087458
FBgn0034486,1.025586134,-0.001542935,0.074688231,0.707088529,NA
FBgn0034487,1.00870078,0.006184874,0.07508877,0.06481759,NA
FBgn0034488,2411.10093,-0.208422219,0.084878214,0.001345737,0.033096434
FBgn0034489,3.58486159,0.004477273,0.074612831,0.538632123,NA
FBgn0034490,846.2047428,0.007049914,0.06755035,0.81501056,0.934811487
FBgn0034491,2410.081272,0.047662836,0.056020067,0.236290949,0.590360978
FBgn0034493,93.723002,0.269611391,0.2991331,0.008149714,0.113136386
FBgn0034494,1641.618107,-0.026814648,0.057620783,0.469207971,0.771675008
FBgn0034495,203.970404,-0.070095854,0.092060394,0.103314559,0.412676945
FBgn0034496,1183.731639,-0.030288157,0.055923871,0.434703824,0.747420415
FBgn0034497,397.9857549,-0.048059497,0.092079153,0.076304646,0.364659586
FBgn0034498,1696.624763,0.00580135,0.055725836,0.876668908,0.959569041
FBgn0034499,0.931260122,-0.002417953,0.074668174,0.615218115,NA
FBgn0034500,547.2942459,-0.032820976,0.065913716,0.382451792,0.712638518
FBgn0034501,9008.618882,0.323208196,0.176692126,0.00242069,0.049383008
FBgn0034502,4.609155262,-0.022558143,0.079412099,0.011971438,0.143401403
FBgn0034503,595.4248766,-0.02942188,0.06472146,0.431635875,0.745862515
FBgn0034504,885.2556533,-0.014754516,0.062916723,0.675076441,0.873604206
FBgn0034505,1.120977029,-0.000321458,0.074640308,0.939827913,NA
FBgn0034506,1.610856659,0.003362644,0.074707916,0.510485306,NA
FBgn0034507,7.151863727,0.002624745,0.074546236,0.695013256,0.882299974
FBgn0034509,640.8595123,0.01280047,0.066008474,0.711627901,0.890825639
FBgn0034510,0.7246718,0.004613283,0.074908671,0.172219409,NA
FBgn0034511,489.1323071,0.018214522,0.077526542,0.05072548,0.307967868
FBgn0034512,33625.34047,1.362614933,0.255659974,3.59202E-09,2.01323E-06
FBgn0034513,5.810818075,1.494770367,0.813321029,0.00244227,0.049633072
FBgn0034514,0.42559392,0.000107196,0.074729336,0.993235018,NA
FBgn0034515,194.6618808,-0.667596949,0.235094043,0.000177783,0.008032344
FBgn0034520,3.352664558,-0.008255447,0.074997299,0.31288151,NA
FBgn0034521,1028.638896,0.03483954,0.065837718,0.370223726,0.704901209
FBgn0034523,56.18605141,0.009579971,0.068823807,0.732982662,0.898426837
FBgn0034527,1236.040961,0.006616855,0.060703256,0.85898499,0.953741128
FBgn0034528,1238.768133,-0.034329397,0.061731664,0.383983329,0.714138513
FBgn0034529,1188.306158,-0.030917833,0.060258124,0.424136372,0.74152491
FBgn0034530,78.89089109,0.036324993,0.082981198,0.135819833,0.466655051
FBgn0034532,8.817674582,0.010817418,0.074916908,0.370322431,0.704963098
FBgn0034534,540.2239211,-0.043792367,0.05503609,0.27561117,0.627669665
FBgn0034535,233.6315356,-0.042386929,0.077826616,0.228546328,0.581689733
FBgn0034537,1117.652817,-0.032794188,0.069811163,0.413407073,0.735199051
FBgn0034538,666.5938048,0.034497308,0.080819006,0.182561326,0.531439214
FBgn0034539,0.898999054,0.00445837,0.074873512,0.23066932,NA
FBgn0034540,107.2835646,0.375009671,0.244686453,0.003488355,0.062545239
FBgn0034541,2.148500089,0.004283566,0.074662827,0.514937266,NA
FBgn0034542,1395.015041,0.123351509,0.070961479,0.013312162,0.152379038
FBgn0034543,364.0617585,-0.039144467,0.07542487,0.260136045,0.614096374
FBgn0034546,0.131065214,-0.000104385,0.074767499,1,NA
FBgn0034548,0,NA,NA,NA,NA
FBgn0034552,110.2047811,0.043753995,0.084642056,0.151246984,0.488768618
FBgn0034553,196.2957101,0.013432966,0.065398729,0.687837897,0.879307205
FBgn0034554,0,NA,NA,NA,NA
FBgn0034558,5.695074801,0.000953787,0.07393757,0.934432993,0.980461376
FBgn0034563,1.424750084,0.002531172,0.07464865,0.630528889,NA
FBgn0034564,310.3931022,-0.054532128,0.073067742,0.189330217,0.540383839
FBgn0034565,0.376727427,-0.004283806,0.074913032,0.225848543,NA
FBgn0034566,10.10977725,0.008319259,0.074198933,0.53607098,0.807452001
FBgn0034567,17.76974635,0.040712948,0.089525593,0.027747075,0.228875753
FBgn0034568,3.821402452,0.001007356,0.074233542,0.912040079,NA
FBgn0034569,507.6783514,-0.097425207,0.112253319,0.052070788,0.31239539
FBgn0034570,2257.858478,-0.005114179,0.049698287,0.883448632,0.962200579
FBgn0034572,1009.737555,0.005884945,0.056618455,0.876490297,0.959535256
FBgn0034573,1167.66608,-0.009496779,0.039806448,0.776521492,0.919308212
FBgn0034576,1206.465389,-0.016997028,0.067373016,0.576120444,0.825684511
FBgn0034577,2841.030844,-0.059784307,0.048710884,0.120781747,0.442945679
FBgn0034578,109.9818043,-0.254796044,0.16635353,0.005288184,0.082692908
FBgn0034579,434.7396916,-0.031176697,0.061473707,0.419178665,0.739036449
FBgn0034580,307.3497288,0.035404465,0.080990178,0.18474343,0.534439256
FBgn0034582,300.7482485,0.027923862,0.080122027,0.119232976,0.441792609
FBgn0034583,1706.806241,0.017197166,0.070378081,0.544589888,0.811663781
FBgn0034585,1268.387286,-0.079272869,0.06302653,0.072963501,0.358198724
FBgn0034588,392.2779673,0.042839029,0.083004087,0.170095666,0.518146812
FBgn0034590,1702.576067,-0.044708669,0.070524775,0.255073814,0.608758638
FBgn0034592,0.770055819,0.001790427,0.07470873,0.610564915,NA
FBgn0034595,22.33871342,0.0405553,0.089196938,0.031849726,0.24622129
FBgn0034598,2632.034216,0.012820399,0.05863778,0.729555621,0.897063213
FBgn0034599,339.2989062,-0.026633899,0.069302075,0.432051921,0.745933999
FBgn0034601,0.774183305,0.003692131,0.07482748,0.292991106,NA
FBgn0034602,295.1382096,0.039717067,0.080066568,0.212918557,0.566276153
FBgn0034605,272.6762864,0.428894034,0.198087259,0.001024041,0.026727981
FBgn0034606,286.8007442,-0.007345167,0.068256828,0.796046777,0.928082125
FBgn0034611,1451.706922,0.08153082,0.061817729,0.065044975,0.34304052
FBgn0034612,162.191197,-0.042253324,0.082253354,0.179265842,0.527640118
FBgn0034614,825.9194844,-0.102647728,0.121532171,0.045212365,0.289834229
FBgn0034617,735.1100926,-0.013764809,0.066751089,0.66289036,0.868467128
FBgn0034618,3358.170716,-0.008743586,0.061278147,0.804054775,0.93115234
FBgn0034622,11.49069511,0.014954812,0.076022225,0.20656739,0.560156899
FBgn0034623,0.130760183,0.00057181,0.07476631,0.948062888,NA
FBgn0034624,0.616377197,0.004744815,0.074938449,0.165681347,NA
FBgn0034626,381.1003124,-0.018411388,0.063159311,0.60225252,0.83999447
FBgn0034627,139.473808,-0.021823628,0.067371494,0.516987578,0.798346972
FBgn0034628,2155.945674,-0.038143393,0.047627426,0.27619646,0.628348683
FBgn0034629,1906.537448,-0.197160699,0.089168161,0.002612468,0.052000313
FBgn0034631,733.0664639,-0.051363676,0.07624657,0.21594987,0.569643342
FBgn0034634,545.9198814,-0.032437119,0.066911458,0.400598984,0.726536532
FBgn0034636,15.00561951,0.02396406,0.079103944,0.091911964,0.39276505
FBgn0034638,3074.588836,0.424847733,0.206488545,0.001369009,0.033591201
FBgn0034639,170.8220683,0.063299671,0.098481982,0.087575218,0.385205278
FBgn0034641,3329.548896,-0.00514556,0.051995283,0.890459439,0.965434999
FBgn0034642,203.081866,-0.026639824,0.072502788,0.386459364,0.71518485
FBgn0034643,2156.354314,-0.01488543,0.058090057,0.679521659,0.87573837
FBgn0034644,1311.061708,0.000492089,0.050263877,0.962485608,0.988734385
FBgn0034645,659.787732,-0.024671338,0.07401316,0.357093629,0.695826177
FBgn0034646,918.458288,-0.084133753,0.074667828,0.074649477,0.360518043
FBgn0034647,235.6951376,1.178809739,0.28111089,9.69922E-07,0.000169323
FBgn0034650,789.7741658,-0.033689032,0.072361559,0.33195173,0.678494045
FBgn0034651,0.745000619,0.002751225,0.074767757,0.437513575,NA
FBgn0034654,2478.593376,0.028824746,0.038232656,0.381187097,0.711651718
FBgn0034655,117.7655688,-0.025539024,0.073367049,0.379273491,0.710838939
FBgn0034657,1399.237886,0.00806798,0.067790831,0.785697271,0.922024893
FBgn0034660,12.13844338,-0.026380276,0.079929646,0.097405569,0.401100916
FBgn0034661,0.058926854,0.000576355,0.074766224,0.94806198,NA
FBgn0034662,5143.339421,-0.016318612,0.070025663,0.73353399,0.898688847
FBgn0034663,1041.687677,0.467742344,0.141690413,4.34731E-05,0.002788828
FBgn0034664,1155.283187,0.311900362,0.109211723,0.000231536,0.009779325
FBgn0034665,0.112347897,0.000734489,0.074768813,0.851771824,NA
FBgn0034666,0.172976155,0.000812806,0.074768779,0.837620505,NA
FBgn0034667,0.193530141,-0.000107884,0.074767477,1,NA
FBgn0034670,74.07641821,-0.007373146,0.070550081,0.766012038,0.914696366
FBgn0034671,0.104382694,-0.000102593,0.074767511,1,NA
FBgn0034674,1681.721291,0.085784137,0.068029172,0.064128473,0.342651334
FBgn0034683,0.06887511,0.000598645,0.074766545,0.94806198,NA
FBgn0034684,1.342210309,0.00151689,0.074648104,0.744486112,NA
FBgn0034687,11.10871981,-0.009387615,0.073930685,0.5409982,0.809644587
FBgn0034688,863.5006044,-0.014866041,0.057080622,0.630884866,0.853658569
FBgn0034689,776.9689762,-0.02737884,0.065224264,0.457308776,0.7631093
FBgn0034691,1712.082754,-0.00459656,0.048138118,0.901388918,0.969123246
FBgn0034692,2.962496125,0.001288376,0.074469397,0.849813732,NA
FBgn0034693,895.9718874,0.063107635,0.105033418,0.056633387,0.321173698
FBgn0034694,1107.16335,0.007907734,0.043556794,0.824741019,0.939121804
FBgn0034697,628.4619724,0.001098004,0.051343279,0.980976983,0.993383786
FBgn0034700,0.218679062,-0.0004865,0.074750144,0.868494673,NA
FBgn0034703,531.6715941,-0.069130546,0.088498484,0.119653822,0.442145095
FBgn0034704,613.3121343,-0.048695218,0.069423852,0.227911973,0.581330385
FBgn0034705,257.5668908,0.020415909,0.06639373,0.540083605,0.809582752
FBgn0034706,210.9064302,0.064777094,0.105329027,0.060420272,0.331999729
FBgn0034707,547.00445,-0.007597647,0.062697436,0.819192659,0.93610716
FBgn0034708,2445.910135,0.034413835,0.050973443,0.348931612,0.689766612
FBgn0034709,1556.493622,0.015112495,0.071231017,0.564424512,0.82061428
FBgn0034710,2.974051022,0.007668035,0.074983207,0.303980513,NA
FBgn0034712,9.676062918,0.001136543,0.074704257,0.743480934,0.902922996
FBgn0034713,0.44955219,0.000204829,0.074727868,0.993054314,NA
FBgn0034715,75.84065831,-0.004553359,0.070648633,0.857103859,0.952853927
FBgn0034716,1060.514168,0.106251864,0.158936887,0.030755504,0.242066047
FBgn0034717,1107.724817,0.055812878,0.088844624,0.136419716,0.467591223
FBgn0034718,2118.506277,0.015565552,0.068147639,0.616667021,0.846301323
FBgn0034720,246.8808065,0.002339361,0.069227167,0.930545149,0.979187282
FBgn0034722,3315.611562,-0.008477568,0.059851588,0.814283841,0.934811487
FBgn0034723,1950.496348,0.046721932,0.089489753,0.098010118,0.40217346
FBgn0034724,643.4723924,-0.022600675,0.071943296,0.443424501,0.753471446
FBgn0034725,108.3096495,0.019996153,0.071464903,0.482734436,0.778570429
FBgn0034726,395.2169451,-0.071571047,0.089620662,0.108221321,0.420607236
FBgn0034727,947.4492114,-0.104783465,0.088665721,0.043630832,0.285771297
FBgn0034728,2525.53006,-0.033094226,0.059928203,0.408181203,0.732182652
FBgn0034729,434.072811,-0.03693808,0.0754451,0.275563731,0.627669665
FBgn0034730,10.79818129,0.007019841,0.07385476,0.619975081,0.847946909
FBgn0034731,36.55938692,-0.007024585,0.070825033,0.76679862,0.915049729
FBgn0034733,1352.050074,0.021747755,0.051244598,0.576172561,0.825684511
FBgn0034734,1558.978287,-0.022931749,0.050474708,0.543135911,0.810517701
FBgn0034735,753.3644115,-0.00281109,0.056125027,0.93505106,0.980564409
FBgn0034736,131.027519,-0.032157223,0.077983718,0.249528053,0.602955351
FBgn0034737,0.816058672,-0.00069267,0.074694403,0.839949633,NA
FBgn0034739,1.074830489,0.001873016,0.074717774,0.597363783,NA
FBgn0034740,3.839021166,0.000700094,0.07437071,0.930405255,NA
FBgn0034741,555.4941852,0.788837646,0.364918248,0.000746594,0.022084666
FBgn0034742,1285.372657,0.041647191,0.05606142,0.300930435,0.651372749
FBgn0034743,10333.89943,0.001231217,0.054660446,0.976024301,0.99295956
FBgn0034744,884.070514,-7.96613E-05,0.045236181,0.996922662,0.998798516
FBgn0034745,1.411321169,-0.001961774,0.07465173,0.681080406,NA
FBgn0034748,467.2304821,-0.002369887,0.055910684,0.946625008,0.982707127
FBgn0034750,602.5067651,-0.049757799,0.083391617,0.16799212,0.514953392
FBgn0034753,7772.198154,-0.053216222,0.090062718,0.16242901,0.506390919
FBgn0034755,13.00300287,-0.008976831,0.074130242,0.528134093,0.803672472
FBgn0034756,185.326838,1.122720891,0.30171594,6.69245E-06,0.000705623
FBgn0034761,2195.122241,0.468457234,0.305580681,0.002778331,0.05408856
FBgn0034763,1294.337939,-0.079319253,0.076372114,0.087610779,0.385205278
FBgn0034766,5.209764798,0.014842784,0.07679935,0.009462298,0.122882942
FBgn0034768,0.689693605,0.001122322,0.074690106,0.738437602,NA
FBgn0034769,0,NA,NA,NA,NA
FBgn0034770,0.557231922,0.001509239,0.074746011,0.610048791,NA
FBgn0034776,0.132381678,0.000515799,0.074765541,0.948062888,NA
FBgn0034782,0.5056818,0.002373856,0.074803109,0.425955851,NA
FBgn0034783,38.70066717,-0.008025346,0.074035056,0.562921323,0.820222937
FBgn0034784,42.83551811,-0.558283165,0.366330377,0.00296338,0.056655348
FBgn0034785,7.777688318,-0.010099869,0.074657344,0.42385329,0.741516952
FBgn0034786,1513.536073,0.004829696,0.054315634,0.93234257,0.979908214
FBgn0034788,384.4363403,-0.02995211,0.067766718,0.408258777,0.732182652
FBgn0034789,127.9426764,0.059463636,0.092758702,0.109997181,0.424867602
FBgn0034791,798.2549825,-0.03161899,0.061473044,0.414468089,0.736102515
FBgn0034792,2366.810162,-0.013238116,0.037273616,0.684322891,0.877915344
