,baseMean,log2FoldChange,lfcSE,pvalue,padj
FBgn0033755,1720.978686,-0.009165678,0.043238637,0.792838054,0.926646861
FBgn0033756,26.23292935,0.032903213,0.083560645,0.058453606,0.32641059
FBgn0033757,5865.586176,-0.039422743,0.068777921,0.28938891,0.640401186
FBgn0033760,866.716888,-0.028929136,0.078697978,0.214341708,0.567673999
FBgn0033761,959.9858923,-0.04162885,0.062120536,0.309055397,0.659021118
FBgn0033762,1514.605625,-0.007519691,0.051152319,0.841817518,0.946087426
FBgn0033763,35.33757571,-0.002339655,0.073410808,0.86811271,0.95716823
FBgn0033766,2674.857974,-0.075612439,0.080279238,0.100002202,0.406149293
FBgn0033767,16.41270181,0.012411238,0.074261455,0.459093777,0.76370024
FBgn0033769,467.2949761,-0.017338755,0.053161438,0.641874135,0.858600385
FBgn0033770,0.163000593,0.000795189,0.074770238,0.851771824,NA
FBgn0033773,1276.234499,-0.044065547,0.073575174,0.254178749,0.608258315
FBgn0033774,14644.48759,-0.031291024,0.082615772,0.064930716,0.342979761
FBgn0033775,175.115693,0.452613587,0.269147889,0.002391923,0.049146608
FBgn0033777,1761.699524,-0.008912848,0.050787911,0.814320953,0.934811487
FBgn0033778,34.84002978,-0.026341104,0.077728143,0.230516522,0.583974477
FBgn0033781,437.444727,-0.070290205,0.068456668,0.113654736,0.432562289
FBgn0033782,305.0193916,0.006682041,0.071822503,0.767348552,0.915049729
FBgn0033783,1710.627141,0.030673188,0.047787578,0.411793404,0.734045525
FBgn0033784,1033.429385,0.024215847,0.066192272,0.49919613,0.788481102
FBgn0033785,38.65973704,0.028668177,0.0785363,0.215209445,0.568958636
FBgn0033787,3055.798329,0.019137635,0.073117736,0.443493194,0.753471446
FBgn0033788,2200.404007,0.334266487,0.249360136,0.004537546,0.074683652
FBgn0033789,844.7674092,0.066112785,0.118866888,0.012531445,0.147975282
FBgn0033791,29.59735298,0.040572484,0.08794683,0.060659306,0.332486562
FBgn0033792,130.2078669,0.013364552,0.07565017,0.247754187,0.600933265
FBgn0033793,21.3093865,0.036197801,0.084573909,0.085568988,0.381821385
FBgn0033794,2.013669614,0.006498039,0.075016301,0.213370604,NA
FBgn0033798,41.44291055,0.029558311,0.078996269,0.20419791,0.557565011
FBgn0033799,664.0880298,-0.007695891,0.056325641,0.856531576,0.952853927
FBgn0033802,115.8467097,0.044965054,0.090319672,0.069474288,0.354229247
FBgn0033806,916.0926644,-0.006895181,0.064302258,0.833717229,0.942727346
FBgn0033807,87.67696369,-0.034773436,0.082691111,0.133689443,0.462432678
FBgn0033808,262.0011535,-0.03824628,0.065719017,0.334317351,0.680195925
FBgn0033809,95.65083392,0.049463225,0.082425004,0.17498713,0.521533151
FBgn0033810,289.7996941,-0.096452268,0.098973295,0.056865254,0.321282117
FBgn0033812,1176.339168,-0.064405192,0.06583761,0.137778159,0.470134413
FBgn0033813,207.7062174,0.008632211,0.064300588,0.796893562,0.928446017
FBgn0033814,2362.963025,0.205592447,0.063013289,0.000133402,0.006607424
FBgn0033815,91.13011978,0.001542573,0.068165616,0.957331794,0.987468644
FBgn0033816,989.2410943,0.042026423,0.059434451,0.299063203,0.649148808
FBgn0033817,44.24028316,-0.001865434,0.071815196,0.907478512,0.97109714
FBgn0033818,0.983854934,0.00377077,0.074844259,0.241761765,NA
FBgn0033819,7.238207848,0.007778917,0.074709256,0.429963867,0.745278393
FBgn0033820,10605.78864,0.028153653,0.076372236,0.290751213,0.64127249
FBgn0033821,749.4586038,0.036660522,0.084562622,0.088831897,0.38737546
FBgn0033826,1153.893537,-0.024808295,0.072673938,0.401718583,0.727334801
FBgn0033827,3.027150038,0.015070307,0.076666344,0.050128865,NA
FBgn0033830,715.8227193,2.449800217,0.428273657,3.1889E-10,2.42562E-07
FBgn0033834,3.786492673,0.009799535,0.075598148,0.039696916,NA
FBgn0033836,195.4408824,-0.005294721,0.065073453,0.870666332,0.95841697
FBgn0033842,367.8618272,-0.019386893,0.056073061,0.648599152,0.860456438
FBgn0033844,2810.238662,0.04488377,0.046086316,0.224706053,0.578046651
FBgn0033845,3098.651581,-0.030574729,0.072435522,0.366304311,0.702430887
FBgn0033846,2103.933704,-0.006457855,0.063062292,0.848827017,0.949870664
FBgn0033848,0.465257926,-0.003121541,0.074816375,0.354891071,NA
FBgn0033850,1.031683039,-0.003352252,0.074734736,0.477662832,NA
FBgn0033851,3.885388953,-0.003262078,0.074457347,0.673672656,NA
FBgn0033853,1950.942899,-0.000581463,0.060579909,0.999888316,0.999942043
FBgn0033855,5.325189658,0.009521048,0.075057094,0.317024939,0.667756646
FBgn0033856,0.163000593,0.000795189,0.074770238,0.851771824,NA
FBgn0033859,967.3820983,-0.030716366,0.059193401,0.433376769,0.746734289
FBgn0033860,1.694313062,0.000985049,0.074649792,0.825571536,NA
FBgn0033862,0.474655245,-0.001066016,0.074730789,0.726988975,NA
FBgn0033863,0.085455253,-0.000959616,0.074771226,0.81098957,NA
FBgn0033864,0.098519773,-0.000101721,0.074767513,1,NA
FBgn0033865,0.433186017,6.14784E-05,0.074728743,0.993161422,NA
FBgn0033866,1.287559036,-0.004121352,0.074786147,0.386683406,NA
FBgn0033867,0.424010998,-0.001814818,0.074766023,0.583763242,NA
FBgn0033868,0.060522398,0.0005795,0.074766269,0.94806198,NA
FBgn0033869,0.838712931,-0.002615314,0.074721719,0.536288566,NA
FBgn0033871,193.364349,-0.017624887,0.064041088,0.606772714,0.841015571
FBgn0033872,215.7301797,0.006580714,0.06993968,0.798087261,0.928929054
FBgn0033873,93.44733563,0.038458321,0.084299096,0.122574299,0.445237411
FBgn0033874,0.754712812,0.00715302,0.075201218,0.04763579,NA
FBgn0033875,5768.141482,0.686923082,0.209241239,3.51445E-05,0.002378121
FBgn0033876,100.2493077,0.027178379,0.071987894,0.266168632,0.618087455
FBgn0033879,2661.350963,-0.044595849,0.074993942,0.256140158,0.610259929
FBgn0033880,49.93088591,0.023034078,0.078378352,0.138974728,0.471469219
FBgn0033883,723.1283523,-0.084238606,0.067579041,0.066352567,0.34687702
FBgn0033884,1326.593009,-0.097550818,0.087866593,0.052228319,0.312556312
FBgn0033885,2.516978368,0.009382302,0.075314514,0.189353625,NA
FBgn0033886,2403.187493,-0.117211048,0.102832022,0.034302521,0.256162373
FBgn0033887,85.32699819,-0.006504611,0.074731948,0.427039199,0.743532604
FBgn0033888,1.947861307,-0.002348844,0.074626695,0.665652741,NA
FBgn0033889,5122.906188,-0.051018118,0.05000754,0.233716639,0.587269583
FBgn0033890,1689.615738,-0.026830785,0.068694653,0.447064466,0.75511118
FBgn0033891,263.2745128,0.013307459,0.061819603,0.713427232,0.891489706
FBgn0033893,1.172725522,0.003218457,0.074769987,0.417085428,NA
FBgn0033897,3391.846545,0.002674274,0.05932329,0.981172486,0.993392832
FBgn0033899,576.0423442,-0.018526244,0.06705845,0.572510377,0.823959251
FBgn0033900,266.7593914,0.041326271,0.070348908,0.277569387,0.629719496
FBgn0033901,985.5794621,-0.124443,0.107430868,0.029357927,0.236040124
FBgn0033902,4369.697652,0.034096235,0.057104565,0.390063098,0.718841421
FBgn0033903,279.1853983,0.036830139,0.06894426,0.330696058,0.677357631
FBgn0033904,70.06244197,-0.044042888,0.089808468,0.068256863,0.352164405
FBgn0033905,130.0712854,-0.016400353,0.07024897,0.563556671,0.820524335
FBgn0033906,2100.033317,-0.003205835,0.05349072,0.927073387,0.977805452
FBgn0033907,291.1376039,-0.209443328,0.102705735,0.002938153,0.056301252
FBgn0033911,51.53094126,0.011124847,0.071682104,0.634603553,0.854456093
FBgn0033912,18974.82265,-0.023656575,0.051503407,0.492165408,0.784033069
FBgn0033913,524.4530279,0.021805881,0.073901325,0.396399712,0.723619928
FBgn0033915,2642.439613,-0.012374675,0.059265752,0.735397034,0.899109417
FBgn0033916,2199.930498,-0.02151008,0.061737164,0.579459098,0.827720983
FBgn0033917,851.2314997,-0.037184523,0.059315994,0.344757906,0.686943413
FBgn0033918,1763.84843,-0.010591719,0.049103846,0.775487569,0.918799191
FBgn0033919,1812.084956,0.321706587,0.155177286,0.001546715,0.036602144
FBgn0033921,1212.799182,-0.022931028,0.066578508,0.508995682,0.794484074
FBgn0033924,1145.77522,0.036925664,0.05437557,0.355134263,0.694084972
FBgn0033925,335.6570804,-0.02979045,0.068253649,0.406145597,0.731799981
FBgn0033926,10689.0192,1.076449973,0.201388406,5.26616E-09,2.80397E-06
FBgn0033927,1626.833862,1.10389061,0.1931404,4.33191E-10,2.98532E-07
FBgn0033928,245.0739123,0.408658771,0.138024284,0.000134656,0.006638654
FBgn0033929,1938.777532,-0.019532341,0.053227951,0.607114025,0.841152724
FBgn0033931,0.17994629,0.000835971,0.074769041,0.835916119,NA
FBgn0033932,18.89717679,0.002505808,0.073056808,0.875586412,0.959535256
FBgn0033934,1333.974482,-0.020552405,0.050759383,0.595149493,0.835745278
FBgn0033935,785.6670961,-0.033199906,0.069833633,0.35367326,0.693045868
FBgn0033936,57.79295914,0.010351823,0.074561941,0.442510532,0.752703724
FBgn0033942,35.24486886,0.011600877,0.073071452,0.56213071,0.819951714
FBgn0033943,4.473874784,0.014777029,0.076282476,0.138268363,0.470978005
FBgn0033945,305.2051331,0.08919975,0.104136368,0.064398687,0.342695952
FBgn0033948,370.5869168,0.027647623,0.06530713,0.462781198,0.765967781
FBgn0033949,85.84251781,-0.037699588,0.083769158,0.126175902,0.449981644
FBgn0033950,0.146909646,-0.000104575,0.074767493,1,NA
FBgn0033951,347.644056,-0.02341286,0.063076405,0.52365683,0.800519894
FBgn0033952,0.058131685,-9.74382E-05,0.074767548,1,NA
FBgn0033953,0.046620495,-8.96095E-05,0.074767546,1,NA
FBgn0033954,0,NA,NA,NA,NA
FBgn0033958,221.3908732,0.024370651,0.076215428,0.299423333,0.649615467
FBgn0033960,19.22914853,0.02550782,0.078114267,0.204762435,0.558403742
FBgn0033961,475.6359124,-0.008372232,0.068770441,0.748867752,0.906318069
FBgn0033963,0.454200509,0.001551731,0.074746579,0.609950923,NA
FBgn0033968,128.5582322,0.037633018,0.082259743,0.167139202,0.514114779
FBgn0033969,0.120075318,-0.000103891,0.074767505,1,NA
FBgn0033970,138.8785069,0.085479025,0.146601141,0.020371892,0.19317923
FBgn0033971,520.0164675,-0.103458044,0.093158387,0.047060607,0.295837309
FBgn0033972,667.3365306,-0.025691758,0.050673959,0.4980132,0.787664127
FBgn0033973,325.3167343,-0.031270821,0.058975693,0.420844128,0.740127393
FBgn0033978,535.7719411,0.173599975,0.135361656,0.012919813,0.150036079
FBgn0033979,8028.592235,-0.058471129,0.086555095,0.094039804,0.397537991
FBgn0033980,653.4335031,0.190722626,0.096050077,0.003881919,0.067132713
FBgn0033981,127.1464883,-0.019793988,0.075157491,0.34867053,0.689506494
FBgn0033982,189.6366403,0.004715789,0.066977588,0.872153029,0.958571704
FBgn0033983,151.808424,0.025892659,0.075612464,0.317170836,0.667756646
FBgn0033984,1759.355577,0.010322907,0.064358721,0.759375244,0.910425122
FBgn0033985,9.709803413,0.009117635,0.074727354,0.416054086,0.736502729
FBgn0033987,479.5994185,-0.000506287,0.066017597,0.97808244,0.993188906
FBgn0033988,3479.187417,-0.015562683,0.053240547,0.675962557,0.873889126
FBgn0033989,635.5055606,-0.026696445,0.065508102,0.467350014,0.770284831
FBgn0033990,431.7276386,-0.063985909,0.088903166,0.114907273,0.434110954
FBgn0033993,364.7822773,-0.033893807,0.07072859,0.347660341,0.688799882
FBgn0033994,535.1515379,0.005429804,0.066607985,0.8570429,0.952853927
FBgn0033995,836.0323805,-0.032070503,0.057133787,0.411237336,0.733708127
FBgn0033996,1357.80435,0.003354434,0.055246537,0.930383108,0.979113521
FBgn0033997,15.57487078,0.002544425,0.072621369,0.882352054,0.961859845
FBgn0033998,2742.706591,-0.007334554,0.057283122,0.831773747,0.942142598
FBgn0033999,685.4387949,0.078051468,0.125164823,0.037314583,0.261711414
FBgn0034000,162.435097,-0.009812527,0.069356731,0.71888178,0.893912432
FBgn0034001,213.3765744,-0.037632394,0.070673208,0.314907764,0.665896103
FBgn0034002,549.436224,-0.079572315,0.069660691,0.086060264,0.38291008
FBgn0034005,43.02815189,0.024250976,0.078315274,0.170061006,0.518146812
FBgn0034007,0.350218608,-2.91033E-05,0.074749475,0.995661568,NA
FBgn0034008,565.2200633,-0.016678295,0.06623912,0.616729964,0.846301323
FBgn0034009,1714.574167,-0.014470206,0.056640427,0.677143891,0.874555272
FBgn0034010,28.75492338,0.005220922,0.073557389,0.719002106,0.893946693
FBgn0034011,0.318580376,-0.000288307,0.074747906,0.81447798,NA
FBgn0034012,2.10050102,-0.000991333,0.074522924,0.86518264,NA
FBgn0034013,68.99685804,-0.017753712,0.071492832,0.513071326,0.795693871
FBgn0034021,6052.735667,-0.109261122,0.135219424,0.034970345,0.257776905
FBgn0034022,2.492156428,0.010730632,0.075634288,0.109391285,NA
FBgn0034023,1.238470169,-0.002651085,0.074710079,0.544336317,NA
FBgn0034025,1484.07608,-0.014000728,0.055109425,0.689333542,0.879707034
FBgn0034027,295.3999316,0.009733644,0.056706101,0.673313533,0.872844677
FBgn0034029,738.3357399,0.017594756,0.05741478,0.63065699,0.853567144
FBgn0034030,12.29346498,-0.001303575,0.073892479,0.907232221,0.97109714
FBgn0034031,413.8211264,0.005497494,0.064328928,0.876079953,0.959535256
FBgn0034032,869.8830892,-0.01805358,0.059397055,0.602574411,0.83999447
FBgn0034033,122.0296518,-0.051347907,0.079656476,0.185420806,0.535252417
FBgn0034035,513.6838779,-0.026319013,0.054369246,0.488502818,0.781980477
FBgn0034045,132.4839561,0.442271537,0.177124216,0.000483536,0.016192375
FBgn0034046,1023.003302,-0.017647646,0.054379062,0.641337285,0.858205673
FBgn0034047,110.3828803,-0.543303783,0.232633722,0.000686921,0.02084051
FBgn0034049,1098.062844,0.058317472,0.066053913,0.170705801,0.518635754
FBgn0034050,232.1709389,-0.086494202,0.092038825,0.074008028,0.359212167
FBgn0034051,3189.063049,-0.029836317,0.054563785,0.439456369,0.75089483
FBgn0034052,63.44106613,-0.010100968,0.074538998,0.446472042,0.75511118
FBgn0034053,165.9251942,-0.07502304,0.131075753,0.016489185,0.169787964
FBgn0034054,474.9515881,-0.042266398,0.071222066,0.278341014,0.630331142
FBgn0034057,882.082276,-0.001482734,0.048185382,0.956320844,0.987468644
FBgn0034058,697.9376456,-0.124176673,0.094602727,0.027652183,0.228269843
FBgn0034059,479.2248945,-0.019642087,0.062839015,0.590126638,0.83415427
FBgn0034060,2628.834285,-0.000950242,0.056260504,0.973043578,0.991723542
FBgn0034061,363.928104,0.023049999,0.059990563,0.537340929,0.808394506
FBgn0034062,268.2193749,0.000923265,0.063711024,0.980049309,0.993294886
FBgn0034063,738.7078408,0.013908955,0.056006347,0.70782315,0.889203575
FBgn0034065,231.921752,-0.072789986,0.082635562,0.106485194,0.418127149
FBgn0034066,1016.00837,0.020484783,0.054990733,0.589995913,0.83415427
FBgn0034067,1148.210126,0.015525695,0.050305322,0.669019539,0.870952209
FBgn0034068,2851.867143,0.002754242,0.051894851,0.941070127,0.981740196
FBgn0034069,3.433967578,0.005094387,0.074591835,0.523692218,NA
FBgn0034070,175.7579448,0.032219393,0.076493492,0.27944065,0.630859334
FBgn0034071,2227.213845,0.058657403,0.048375071,0.118178065,0.440774316
FBgn0034072,3117.848306,-0.006476726,0.044947857,0.856250828,0.952691993
FBgn0034073,2290.560076,-0.032565935,0.063104929,0.398649729,0.725182946
FBgn0034075,881.3345874,0.127217198,0.145991752,0.028373974,0.231535975
FBgn0034076,41.32188914,0.017420193,0.077151396,0.081336874,0.374149622
FBgn0034081,209.9757484,-0.004669416,0.06321744,0.888966158,0.964473821
FBgn0034082,0.637510227,0.00221636,0.074760947,0.482656676,NA
FBgn0034083,1022.80441,0.005774894,0.051711567,0.877617478,0.960212527
FBgn0034084,633.9705501,-0.040998343,0.074279279,0.259138718,0.612719441
FBgn0034085,577.9630812,-0.009928487,0.062822613,0.774949745,0.918597365
FBgn0034086,523.0572142,-0.05074847,0.070987908,0.221176881,0.575382062
FBgn0034087,4109.09367,-0.003467121,0.040080024,0.913709493,0.973148407
FBgn0034091,2555.521908,0.013088435,0.06181995,0.721170276,0.895650945
FBgn0034092,0.271218572,0.000990118,0.074771011,0.739293246,NA
FBgn0034093,637.5764183,0.015455094,0.051316178,0.689013072,0.879707034
FBgn0034094,276.9039543,0.629753938,0.210451386,9.68749E-05,0.005290362
FBgn0034095,38.18577287,0.052588842,0.094775461,0.076539537,0.364835495
FBgn0034096,0.225167502,0.001203827,0.074770676,0.790802459,NA
FBgn0034098,2840.480054,-0.014674611,0.068884354,0.667589429,0.870082631
FBgn0034099,0.06887511,0.000598645,0.074766545,0.94806198,NA
FBgn0034103,1.07289533,-0.003617613,0.074781197,0.390995071,NA
FBgn0034105,0.052191347,-0.00010199,0.074767563,1,NA
FBgn0034106,0.157738696,0.000557097,0.074765133,0.944439973,NA
FBgn0034109,552.7085525,-0.048322512,0.067205153,0.239441673,0.593556338
FBgn0034110,975.5945259,0.053351791,0.061340492,0.198426033,0.550967803
FBgn0034113,617.8337907,0.010494343,0.055542191,0.780185429,0.920655825
FBgn0034114,927.1718292,-0.025018568,0.067328973,0.473038046,0.77355377
FBgn0034117,1854.308215,0.053137638,0.096954412,0.057447651,0.323340397
FBgn0034118,1457.063919,-0.059578054,0.068683401,0.158531704,0.499931826
FBgn0034120,0.124329184,-0.000211966,0.07475677,0.906517629,NA
FBgn0034121,0.118999567,-0.000939434,0.074770767,0.810988686,NA
FBgn0034122,49.5558633,-0.015350086,0.074243898,0.432426385,0.746217562
FBgn0034126,311.8212109,-0.048946886,0.072001412,0.225026329,0.578046651
FBgn0034128,19.16333803,-0.002900711,0.073050552,0.853383264,0.951988097
FBgn0034129,0.121044796,0.000747212,0.074769094,0.851771824,NA
FBgn0034131,0.070124531,-0.000918287,0.074770272,0.81098957,NA
FBgn0034132,0,NA,NA,NA,NA
FBgn0034135,71.30236935,0.012767529,0.07080503,0.623126722,0.849943473
FBgn0034136,32.19670576,0.017549395,0.075694402,0.301772669,0.65260214
FBgn0034137,137.9323746,0.025484808,0.0724815,0.398144706,0.724611546
FBgn0034138,15588.8409,-0.024711359,0.0574007,0.518497911,0.799231962
FBgn0034139,77.37283553,0.004846118,0.072173856,0.80455638,0.931192382
FBgn0034140,1304.273187,0.013482074,0.072016401,0.573781261,0.824587942
FBgn0034141,1091.082265,-0.064204296,0.057507475,0.1235544,0.446123118
FBgn0034142,562.1133123,0.097294946,0.102281696,0.054470192,0.317142193
FBgn0034143,507.4811966,-0.009130094,0.074162423,0.533402242,0.80593289
FBgn0034144,0.162116099,0.000522612,0.074765682,0.948063795,NA
FBgn0034145,2124.020567,0.170600624,0.147784939,0.014530863,0.159143498
FBgn0034151,46.14802839,-0.048940776,0.095057966,0.042917893,0.283343237
FBgn0034152,0.058926854,0.000576355,0.074766224,0.94806198,NA
FBgn0034153,0,NA,NA,NA,NA
FBgn0034154,0.085455253,-0.000959616,0.074771226,0.81098957,NA
FBgn0034156,8.689399771,0.003107983,0.073616768,0.817761931,0.935777649
FBgn0034157,1.628862878,0.007187033,0.075094534,0.182542073,NA
FBgn0034158,2071.533425,0.039650443,0.061860541,0.3222865,0.673087458
FBgn0034159,3.898384248,-0.017544464,0.077253562,0.064739744,NA
FBgn0034160,195.8057805,0.028774756,0.081352386,0.068872384,0.353210162
FBgn0034162,799.6921182,0.516569784,0.204163571,0.00038278,0.013959657
FBgn0034165,130.9599546,0.06076499,0.09592743,0.095875105,0.399704738
FBgn0034166,1.77811966,-0.009455241,0.075460443,0.092226893,NA
FBgn0034168,1.328674074,0.000733692,0.074567165,0.8971743,NA
FBgn0034172,468.4091464,0.012806137,0.056905572,0.730638442,0.897063213
FBgn0034173,0.072379072,-0.000926114,0.074770442,0.81098957,NA
FBgn0034175,18.32653214,-0.014556497,0.074564599,0.40759784,0.731799981
FBgn0034176,1454.955979,-0.121252323,0.055287434,0.006240733,0.092559284
FBgn0034177,226.9087674,-0.02791269,0.067599144,0.433216533,0.746734033
FBgn0034179,813.0716949,0.080894687,0.069198238,0.078427363,0.368079767
FBgn0034180,2162.651659,0.066504532,0.056282645,0.113470397,0.43216962
FBgn0034181,3925.759675,-0.028459434,0.055981162,0.428745999,0.744614052
FBgn0034182,77.56735689,0.166474613,0.191852481,0.017359204,0.174889465
FBgn0034183,21.79161769,0.060638173,0.112309429,0.008860229,0.118666012
FBgn0034184,1698.858356,0.094481814,0.05276094,0.023650936,0.208259136
FBgn0034186,549.5264046,-0.056496685,0.074839867,0.177372244,0.524700355
FBgn0034187,4235.562708,-0.027276811,0.06624265,0.561128183,0.819903131
FBgn0034191,350.3837821,0.022814885,0.057891894,0.540819638,0.809644587
FBgn0034194,442.9696467,0.035967108,0.072884781,0.33900327,0.683203221
FBgn0034195,0.972738236,0.001430914,0.074679946,0.72487205,NA
FBgn0034196,0,NA,NA,NA,NA
FBgn0034197,181.5396429,0.509463391,0.219759463,0.000663864,0.020610748
FBgn0034198,764.1612508,0.099644563,0.178637101,0.017521329,0.175857339
FBgn0034199,245.1305844,0.055113191,0.099383639,0.050564239,0.307204711
FBgn0034200,3424.495391,0.076957104,0.128228117,0.028278355,0.231024204
FBgn0034201,0.462299025,0.001251196,0.07477039,0.781226621,NA
FBgn0034205,0.049259887,-9.66067E-05,0.074767555,1,NA
FBgn0034210,831.6414152,-0.016366305,0.063394086,0.641497069,0.858311633
FBgn0034214,414.2441111,-0.009762757,0.059541503,0.791897219,0.925981497
FBgn0034215,1091.399043,-0.028062492,0.048370983,0.453417322,0.760384419
FBgn0034217,193.6585381,-0.012268523,0.065334675,0.710007226,0.890142094
FBgn0034218,8.676055977,0.012174425,0.075243981,0.309763518,0.65999834
FBgn0034219,97.25298949,0.098309963,0.177630422,0.017063304,0.173660469
FBgn0034221,12.39233324,1.064375068,0.465906313,0.000845513,0.023946446
FBgn0034223,1281.351121,0.007368472,0.060574834,0.838879349,0.944556237
FBgn0034224,0.88476305,0.001388528,0.07467895,0.720184548,NA
FBgn0034225,876.6308336,-0.044465589,0.081919062,0.187095499,0.537319301
FBgn0034229,1021.72223,-0.000440263,0.066369902,0.987380961,0.994843052
FBgn0034230,1197.885704,0.010996245,0.052394166,0.769642821,0.915508105
FBgn0034231,240.4323842,-0.050950771,0.069589483,0.213324274,0.566683556
FBgn0034232,375.6632554,-0.078006087,0.070893854,0.087875747,0.385667775
FBgn0034237,13887.80822,0.01506571,0.043178056,0.672219888,0.872367427
FBgn0034240,3469.08584,0.010195997,0.061226244,0.780498659,0.92074017
FBgn0034242,579.218844,-0.040681238,0.064460438,0.320108532,0.670634617
FBgn0034243,1645.967287,0.004646917,0.046415792,0.899527471,0.968295096
FBgn0034245,376.8484865,-0.105889329,0.112914361,0.043689908,0.285771297
FBgn0034246,3349.847336,0.02820684,0.052168268,0.461585159,0.765831205
FBgn0034247,2580.165118,0.587561414,0.114544829,1.33835E-08,5.93838E-06
FBgn0034248,387.0575184,0.092631654,0.09237352,0.062770491,0.338783843
FBgn0034249,1240.030354,-0.003377515,0.065205653,0.923213574,0.975732446
FBgn0034251,2.929512207,-0.006572531,0.074907544,0.315441088,NA
FBgn0034253,263.7005277,-0.016568847,0.070512109,0.556941261,0.817607623
FBgn0034255,26.92391164,-0.029817337,0.079607486,0.18090665,0.530460398
FBgn0034258,10495.78093,0.022501796,0.035732699,0.464458938,0.767600622
FBgn0034259,2661.294278,-0.076033053,0.067148212,0.090964438,0.391227907
FBgn0034261,1071.248934,0.048122355,0.057850319,0.347889342,0.688799882
FBgn0034262,147.0832657,0.027857578,0.075907985,0.304541882,0.655164949
FBgn0034263,0.178311272,-0.000352042,0.074755552,0.896685963,NA
FBgn0034264,11.33049756,0.027084387,0.080199934,0.098878904,0.404052744
FBgn0034265,946.0704061,0.004832203,0.058903538,0.896405951,0.967300071
FBgn0034266,8.001588428,0.010882896,0.074775237,0.40167576,0.727334801
FBgn0034267,31.39459893,-0.007914898,0.071986505,0.707467679,0.889203575
FBgn0034269,1421.029365,-0.002642898,0.057448875,0.944869495,0.982193884
FBgn0034270,179.8800543,-0.249350534,0.138765912,0.00359674,0.063942703
FBgn0034271,1462.659374,0.026635014,0.064961912,0.434589539,0.747406976
FBgn0034272,0.744458303,0.001487745,0.074722771,0.629675834,NA
FBgn0034274,0.594917752,0.004785874,0.074941157,0.167250323,NA
FBgn0034275,490.9889665,0.012078369,0.067079386,0.694535578,0.882208024
FBgn0034276,201.7028564,1.593849211,0.464485127,1.63967E-05,0.001408129
FBgn0034277,3378.41773,0.049238672,0.044689008,0.170678763,0.518635754
FBgn0034278,0.137750219,0.000769944,0.074769608,0.851771824,NA
FBgn0034279,241.096316,0.040756877,0.084423125,0.136105244,0.467230386
FBgn0034281,1.023123115,0.005573439,0.074966778,0.164083876,NA
FBgn0034282,6887.052657,-0.03587443,0.064628971,0.340878025,0.684520099
FBgn0034284,0.117227829,-0.000256345,0.074757012,0.906517629,NA
FBgn0034286,40.66787702,0.034547653,0.082095737,0.143182016,0.476185288
FBgn0034288,4.85826619,0.004628424,0.074540554,0.568206034,0.822681992
FBgn0034289,3275.670179,0.027453194,0.07899752,0.188797356,0.539670225
FBgn0034290,1679.08367,0.002247343,0.071330805,0.916397622,0.973273689
FBgn0034291,208.2754989,0.006463169,0.071632915,0.764474861,0.914193464
FBgn0034292,823.2041627,-0.009583353,0.07105578,0.547977391,0.813217974
FBgn0034293,302.869379,-0.00479909,0.067908129,0.869998452,0.95817701
FBgn0034294,48.57611574,0.006173423,0.072159404,0.770647722,0.91612275
FBgn0034295,19135.22003,0.046315352,0.082297563,0.180032815,0.529020267
FBgn0034296,8036.137471,0.088240761,0.1462903,0.025392493,0.217367085
FBgn0034299,899.6624326,-0.042744084,0.069729191,0.272123932,0.624401583
FBgn0034300,2003.371887,-0.004396648,0.062267833,0.89533914,0.967300071
FBgn0034301,1.82456656,0.0076686,0.075135197,0.188720622,NA
FBgn0034304,678.3616823,-0.096580023,0.07156987,0.044881858,0.289314107
FBgn0034307,359.868406,-0.04726041,0.066264346,0.24867656,0.601853793
FBgn0034308,1301.902252,-0.061748463,0.057077158,0.136134172,0.467230386
FBgn0034310,1160.626669,-0.062064262,0.067490989,0.151777876,0.489387253
FBgn0034312,248.8188745,0.082686902,0.076036241,0.077260983,0.366155856
FBgn0034313,2847.422076,-0.073534366,0.064429811,0.096074257,0.399704738
FBgn0034314,1097.610666,-0.012655441,0.066416256,0.678651128,0.87508162
FBgn0034315,1263.062623,-0.029230942,0.05203232,0.452731648,0.759952604
FBgn0034317,4774.129355,0.012610635,0.075122757,0.342933494,0.685159246
FBgn0034318,134.4383892,0.003342789,0.071751051,0.871682986,0.958571704
FBgn0034321,114.4160235,-0.049980231,0.084786287,0.158584816,0.499931826
FBgn0034322,37.25304274,-0.024989685,0.076492776,0.283035143,0.634267937
FBgn0034323,7.262592739,-0.039560093,0.089878249,0.006058603,0.090998685
FBgn0034324,4.514655866,-0.017735821,0.077345547,0.056844608,0.321282117
FBgn0034325,1.490282504,-0.006143386,0.07498178,0.22009728,NA
FBgn0034326,27.60435657,-0.032033663,0.082828561,0.070959191,0.356267997
FBgn0034327,0.625418467,0.000111779,0.074705064,0.959642704,NA
FBgn0034328,1598.441045,1.006903317,0.63055394,0.001903158,0.041873398
FBgn0034329,2186.49681,1.086890086,0.473859603,0.000498999,0.016460876
FBgn0034330,122.8012924,0.020291922,0.074574627,0.372843895,0.70674292
FBgn0034331,5084.317765,0.114048465,0.246282218,0.011335192,0.13874536
FBgn0034335,1707.168195,0.376344939,0.094255113,3.76417E-06,0.000435703
FBgn0034345,2821.111378,-0.004445268,0.038599483,0.892083952,0.966409156
