"submitted_item" "validated_id" "current_symbol"
"387" "FBgn0004172" "FBgn0004172" "Mst84Da"
"388" "FBgn0019828" "FBgn0019828" "dj"
"389" "FBgn0030743" "FBgn0030743" "CG9921"
"390" "FBgn0035852" "FBgn0035852" "CG7387"
"391" "FBgn0030247" "FBgn0030247" "CG15208"
"392" "FBgn0019624" "FBgn0019624" "COX5A"
"393" "FBgn0011743" "FBgn0011743" "Arp53D"
"394" "FBgn0003423" "FBgn0003423" "slgA"
"395" "FBgn0034957" "FBgn0034957" "Rsph4a"
"396" "FBgn0025111" "FBgn0025111" "Ant2"
"397" "FBgn0034827" "FBgn0034827" "Klp59D"
"398" "FBgn0001281" "FBgn0001281" "janB"
"399" "FBgn0030733" "FBgn0030733" "UQCR-14"
"400" "FBgn0030101" "FBgn0030101" "CG12118"
"401" "FBgn0033868" "FBgn0033868" "S-Lap7"
"402" "FBgn0031240" "FBgn0031240" "CG3345"
"403" "FBgn0030975" "FBgn0030975" "SdhBL"
"404" "FBgn0034472" "FBgn0034472" "CG8517"
"405" "FBgn0000408" "FBgn0086907" "Cyt-c-d"
"406" "FBgn0032308" "FBgn0069354" "Porin2"
"407" "FBgn0015831" "FBgn0015831" "Rtnl2"
"408" "FBgn0032632" "FBgn0032632" "CG6380"
"409" "FBgn0035124" "FBgn0035124" "ttm2"
"410" "FBgn0038694" "FBgn0038694" "CG5217"
"411" "FBgn0037610" "FBgn0037610" "CG8043"
"412" "FBgn0037985" "FBgn0037985" "ssp5"
"413" "FBgn0032834" "FBgn0032834" "CG13965"
"414" "FBgn0034416" "FBgn0034416" "CG15109"
"415" "FBgn0001216" "FBgn0001216" "Hsc70-1"
"416" "FBgn0039358" "FBgn0039358" "Idh3g"
"417" "FBgn0002862" "FBgn0002862" "Mst87F"
"418" "FBgn0033279" "FBgn0033279" "CG2291"
"419" "FBgn0034102" "FBgn0053017" "CG33017"
"420" "FBgn0034907" "FBgn0034907" "CG5539"
"421" "FBgn0031920" "FBgn0031920" "CG6441"
"422" "FBgn0033442" "FBgn0033442" "CG1690"
"423" "FBgn0034388" "FBgn0259682" "Jabba"
"424" "FBgn0034835" "FBgn0034835" "CG3092"
"425" "FBgn0003034" "FBgn0003034" "SP"
"426" "FBgn0038598" "FBgn0038598" "CG7131"
"427" "FBgn0034121" "FBgn0034121" "CG6262"
"428" "FBgn0040747" "FBgn0040747" "CG12853"
"429" "FBgn0035585" "FBgn0035585" "ATPsynCF6L"
"430" "FBgn0039511" "FBgn0039511" "CG3330"
"431" "FBgn0036783" "FBgn0036783" "CheA75a"
"432" "FBgn0037970" "FBgn0037970" "GC2"
"433" "FBgn0029888" "FBgn0029888" "ND-ASHI"
"434" "FBgn0028487" "FBgn0028487" "f-cup"
"435" "FBgn0030319" "FBgn0030319" "CG2533"
"436" "FBgn0038296" "FBgn0038296" "Kpc1"
