"submitted_item" "validated_id" "current_symbol"
"430" "FBgn0038829" "FBgn0038829" "CG17271"
"431" "FBgn0046763" "FBgn0046763" "peg"
"432" "FBgn0038850" "FBgn0038850" "Jhbp15"
"433" "FBgn0039915" "FBgn0039915" "Gat"
"434" "FBgn0032719" "FBgn0032719" "CG17321"
"435" "FBgn0027070" "FBgn0027070" "Ugt36E1"
"436" "FBgn0032713" "FBgn0032713" "Ugt36D1"
"437" "FBgn0027074" "FBgn0027074" "Ugt36F1"
"438" "FBgn0040993" "FBgn0040993" "CG17325"
"439" "FBgn0032596" "FBgn0032596" "Prosβ4"
"440" "FBgn0030239" "FBgn0030239" "Pgls"
"441" "FBgn0031858" "FBgn0031858" "CG17378"
"442" "FBgn0039830" "FBgn0039830" "ATPsynC"
"443" "FBgn0040010" "FBgn0040010" "CG17493"
"444" "FBgn0038450" "FBgn0038450" "CG17560"
"445" "FBgn0033777" "FBgn0033777" "CG17574"
"446" "FBgn0264494" "FBgn0264494" "CG17646"
"447" "FBgn0032668" "FBgn0032668" "CG17681"
"448" "FBgn0040056" "FBgn0040056" "CG17698"
"449" "FBgn0038009" "FBgn0038009" "CG17738"
"450" "FBgn0023534" "FBgn0023534" "CG17778"
"451" "FBgn0032124" "FBgn0032124" "CG17855"
"452" "FBgn0023537" "FBgn0023537" "CG17896"
"453" "FBgn0030163" "FBgn0030163" "CG1791"
"454" "FBgn0034624" "FBgn0034624" "CG17974"
"455" "FBgn0040778" "FBgn0040778" "CG17977"
"456" "FBgn0031119" "FBgn0031119" "CG1812"
"457" "FBgn0036839" "FBgn0036839" "SmydA-2"
"458" "FBgn0038470" "FBgn0038470" "CG18213"
"459" "FBgn0037553" "FBgn0037553" "CG18249"
"460" "FBgn0031869" "FBgn0031869" "CG18304"
"461" "FBgn0031359" "FBgn0031359" "Rim2"
"462" "FBgn0033904" "FBgn0033904" "CG18327"
"463" "FBgn0033683" "FBgn0033683" "CG18343"
"464" "FBgn0260743" "FBgn0260743" "GC1"
"465" "FBgn0037683" "FBgn0037683" "CG18473"
"466" "FBgn0028527" "FBgn0028527" "CG18507"
"467" "FBgn0267408" "FBgn0267408" "AOX1"
"468" "FBgn0037973" "FBgn0037973" "CG18547"
"469" "FBgn0038953" "FBgn0038953" "CG18596"
"470" "FBgn0038589" "FBgn0038589" "CG18598"
"471" "FBgn0031426" "FBgn0031426" "CG18641"
"472" "FBgn0042182" "FBgn0042182" "CG18749"
"473" "FBgn0042138" "FBgn0042138" "Apt1"
"474" "FBgn0042179" "FBgn0042179" "Ugt305A1"
"475" "FBgn0033421" "FBgn0033421" "CG1888"
"476" "FBgn0039869" "FBgn0039869" "Tbca"
"477" "FBgn0039911" "FBgn0039911" "CG1909"
"478" "FBgn0033215" "FBgn0033215" "Dgat2"
"479" "FBgn0039909" "FBgn0039909" "ND-49"
"480" "FBgn0026563" "FBgn0026563" "CG1979"
"481" "FBgn0030060" "FBgn0030060" "CG2004"
"482" "FBgn0039667" "FBgn0039667" "FipoQ"
"483" "FBgn0250839" "FBgn0250839" "Jhbp2"
"484" "FBgn0037391" "FBgn0037391" "Gtpbp2"
"485" "FBgn0037292" "FBgn0037292" "plh"
"486" "FBgn0262636" "FBgn0262636" "dati"
"487" "FBgn0033205" "FBgn0033205" "Rdh1"
"488" "FBgn0030263" "FBgn0030263" "CG2076"
"489" "FBgn0033273" "FBgn0033273" "Gasz"
"490" "FBgn0030240" "FBgn0030240" "CG2202"
"491" "FBgn0029990" "FBgn0029990" "CG2233"
"492" "FBgn0040773" "FBgn0040773" "COX7C"
"493" "FBgn0032864" "FBgn0032864" "CG2493"
"494" "FBgn0030396" "FBgn0030396" "mdu"
