"submitted_item" "validated_id" "current_symbol"
"392" "FBgn0032370" "FBgn0032370" "CG12307"
"393" "FBgn0004179" "FBgn0004179" "Csp"
"394" "FBgn0038445" "FBgn0038445" "CG14891"
"395" "FBgn0003863" "FBgn0003863" "αTry"
"396" "FBgn0040763" "FBgn0040763" "CG18336"
"397" "FBgn0036170" "FBgn0036170" "CG11714"
"398" "FBgn0050277" "FBgn0050277" "Oatp58Da"
"399" "FBgn0031024" "FBgn0027291" "Idh3a"
"400" "FBgn0034105" "FBgn0034105" "CG7755"
"401" "FBgn0033102" "FBgn0085421" "Epac"
"402" "FBgn0032632" "FBgn0032632" "CG6380"
"403" "FBgn0035661" "FBgn0035661" "CG10477"
"404" "FBgn0038210" "FBgn0038210" "CG3199"
"405" "FBgn0032677" "FBgn0032677" "CG5790"
"406" "FBgn0031249" "FBgn0031249" "CG11911"
"407" "FBgn0030814" "FBgn0030814" "CG4955"
"408" "FBgn0040508" "FBgn0040508" "ACXC"
"409" "FBgn0031294" "FBgn0031294" "IA-2"
"410" "FBgn0031830" "FBgn0031830" "COX5B"
"411" "FBgn0034850" "FBgn0034850" "CG9875"
"412" "FBgn0023520" "FBgn0023520" "CG3857"
"413" "FBgn0032221" "FBgn0032221" "Schip1"
"414" "FBgn0037036" "FBgn0037036" "Sems"
"415" "FBgn0019957" "FBgn0019957" "ND-42"
"416" "FBgn0033279" "FBgn0033279" "CG2291"
"417" "FBgn0031277" "FBgn0031277" "CG13947"
"418" "FBgn0025839" "FBgn0025839" "ND-B14.5A"
"419" "FBgn0019644" "FBgn0019644" "ATPsynB"
"420" "FBgn0040996" "FBgn0040996" "CG12617"
"421" "FBgn0039330" "FBgn0261575" "tobi"
"422" "FBgn0031817" "FBgn0031817" "HemK1"
"423" "FBgn0030555" "FBgn0030555" "Fbxl4"
"424" "FBgn0000711" "FBgn0000711" "flw"
"425" "FBgn0050222" "FBgn0050222" "CG30222"
"426" "FBgn0025712" "FBgn0025712" "CG13920"
"427" "FBgn0039873" "FBgn0039873" "Smvt"
"428" "FBgn0022341" "FBgn0250819" "CG33521"
"429" "FBgn0017549" "FBgn0265605" "Ric"
"430" "FBgn0030278" "FBgn0030278" "CG15200"
"431" "FBgn0034716" "FBgn0034716" "Oatp58Dc"
"432" "FBgn0030280" "FBgn0030280" "CG11106"
"433" "FBgn0051712" "FBgn0051712" "Arglu1"
"434" "FBgn0000409" "FBgn0284248" "Cyt-c-p"
"435" "FBgn0035852" "FBgn0035852" "CG7387"
"436" "FBgn0035598" "FBgn0035598" "CG4669"
"437" "FBgn0028534" "FBgn0028534" "CG7916"
"438" "FBgn0030292" "FBgn0030292" "NdufV3"
"439" "FBgn0026077" "FBgn0026077" "Gasp"
"440" "FBgn0039678" "FBgn0039678" "Obp99a"
"441" "FBgn0038181" "FBgn0038181" "CG9297"
"442" "FBgn0032869" "FBgn0032869" "CG17470"
"443" "FBgn0039761" "FBgn0039761" "CG18404"
"444" "FBgn0030859" "FBgn0030859" "CG12990"
"445" "FBgn0023417" "FBgn0261953" "TfAP-2"
"446" "FBgn0033730" "FBgn0033730" "Cpr49Ag"
"447" "FBgn0035196" "FBgn0035196" "Bfc"
"448" "FBgn0032629" "FBgn0032629" "beat-IIIc"
"449" "FBgn0039052" "FBgn0039052" "CG6733"
"450" "FBgn0033067" "FBgn0033067" "CG11211"
"451" "FBgn0030098" "FBgn0030098" "CG12057"
"452" "FBgn0036415" "FBgn0036415" "CG7768"
"453" "FBgn0034664" "FBgn0034664" "CG4377"
"454" "FBgn0026160" "FBgn0026160" "tna"
"455" "FBgn0029137" "FBgn0029137" "Patsas"
"456" "FBgn0050296" "FBgn0050296" "RIC-3"
"457" "FBgn0023179" "FBgn0023179" "amon"
"458" "FBgn0010218" "FBgn0261714" "Cpn"
"459" "FBgn0010423" "FBgn0010423" "TpnC47D"
"460" "FBgn0040561" "FBgn0040561" "CG14844"
